NUM,ACH1,ACH2,ACH3,ACH4,ACH5,ACH6,ACH7,ACH8,ACH9,ACH10,ACH11,ACH12,ACH13,ACH14,ACH15,ACH16,ACH17,ACH18,ACH19,ACH20,ACH21,ACH22,ACH23,ACH24,ACH25,ACH26,ACH27,ACH28,ACH29,ACH30
19,9757,4828,9527,-3317,-433,3663,2817,187,-3313,-3306,-654,3695,-3317,-385,3690,0,42,0,6048,3947,8907,7164,8962,7193,-1430,50,-3473,-3603,7161,7161
20,9750,4874,9527,-2457,-1748,3960,2044,1456,-3496,-2380,-1942,3955,-2462,-1721,3977,0,103,0,6036,3948,8900,7164,8955,7122,-1331,24,-3473,-3728,7149,7149
21,9750,4928,9527,-1348,-2803,3879,1025,2587,-3297,-1255,-2970,3841,-1348,-2787,3912,0,135,0,6036,3949,8910,7176,8965,7193,-1213,-2,-3473,-3767,7156,7156
22,9747,4940,9527,-120,-3566,3441,-30,3402,-2822,-102,-3679,3354,-109,-3539,3484,0,243,0,6036,3949,8904,7164,8958,7157,-1167,-26,-3473,-3748,7154,7154
23,9747,4902,9527,1266,-3999,2683,-721,3735,-2053,1433,-4036,2548,1260,-3983,2716,0,290,0,6036,3949,8907,7129,8962,7134,-1225,-37,-3473,-3419,7132,7132
24,9747,4850,9527,2407,-4053,1655,-1903,3683,-1081,2516,-4036,1471,2424,-4042,1682,0,182,0,6036,3948,8904,7082,8958,7169,-1342,-48,-3473,-3374,7149,7149
25,9750,4818,9527,3262,-3761,211,-2892,3213,46,3365,-3641,156,3360,-3696,221,0,131,0,6036,3948,8907,7164,8962,7134,-1430,-72,-3473,-3503,7171,7171
26,9747,4838,9527,3793,-3079,-899,-3363,2608,618,3841,-2959,-1136,3836,-3085,-888,0,117,0,6036,3948,8907,7153,8962,7169,-1389,-67,-3473,-3476,7139,7142
27,9747,4888,9527,3987,-2122,-2138,-3442,1735,1779,3966,-1974,-2326,4036,-2116,-2116,0,84,0,6039,3950,8907,7129,8962,7169,-1295,-74,-3473,-3419,7156,7156
28,9747,4932,9527,3776,-942,-3112,-3119,674,2847,3679,-817,-3246,3825,-947,-3090,0,32,0,6036,3950,8900,7176,8958,7145,-1208,-73,-3473,-3152,7142,7142
29,9747,4922,9527,3154,562,-3810,-2496,-248,3599,3003,643,-3885,3197,546,-3794,0,-47,0,6039,3949,8907,7164,8958,7181,-1178,-59,-3473,-3141,7146,7146
30,9747,4876,9527,2380,1682,-4042,-1761,-1110,3758,2180,1758,-4106,2424,1671,-4048,0,-118,0,6039,3948,8904,7141,8958,7193,-1254,-34,-3473,-3258,7181,7181
31,9750,4828,9527,1271,2732,-3967,-718,-2206,3552,1071,2775,-3982,1320,2743,-3961,0,-169,0,6036,3948,8904,7258,8958,7216,-1383,-13,-3473,-3389,7215,7215
32,9747,4812,9527,97,3473,-3512,-9,-3039,3058,-124,3468,-3490,113,3506,-3523,0,-272,0,6036,3947,8904,7234,8955,7193,-1436,6,-3473,-3419,7212,7212
33,9757,4860,9527,-1505,3917,-2646,1222,-3480,2173,-1709,3933,-2526,-1483,3949,-2663,0,-291,0,6039,3948,8907,7222,8958,7204,-1360,18,-3473,-3240,7212,7212
34,9753,4906,9527,-2484,3971,-1710,2220,-3334,1337,-2651,3895,-1617,-2462,4009,-1737,0,-230,0,6039,3948,8904,7270,8958,7240,-1254,33,-3473,-3351,7244,7244
35,9750,4932,9527,-3361,3652,-466,3185,-2953,131,-3490,3533,-281,-3328,3679,-482,0,-202,0,6039,3948,8897,7047,8949,7062,-1184,51,-3473,-3530,7117,7117
36,9757,4912,9527,-3891,2992,779,3702,-2290,-428,-3971,2829,963,-3864,3030,773,0,-160,0,6039,3949,8904,7141,8958,7145,-1190,56,-3473,-3688,7186,7186
37,9760,4860,9527,-4064,2045,2066,3749,-1444,-1524,-4133,1834,2175,-4069,2072,2072,0,-94,0,6032,3947,8900,7187,8958,7193,-1301,56,-3473,-3735,7193,7193
38,9753,4816,9527,-3875,871,3019,3451,-355,-2583,-3901,633,3089,-3869,892,3024,0,-33,0,6036,3948,8900,7176,8955,7181,-1407,57,-3473,-3594,7193,7193
39,9747,4826,9527,-3328,-428,3663,2838,196,-3302,-3300,-660,3684,-3317,-379,3690,0,42,0,6036,3947,8907,7199,8958,7193,-1430,51,-3473,-3546,7161,7161
40,9757,4872,9527,-2457,-1759,3966,2056,1449,-3501,-2386,-1947,3955,-2462,-1727,3982,0,93,0,6032,3948,8904,7199,8958,7110,-1325,24,-3473,-3696,7159,7159
41,9747,4924,9527,-1348,-2814,3885,1016,2578,-3302,-1249,-2975,3836,-1348,-2787,3917,0,121,0,6036,3948,8897,7164,8955,7193,-1219,-1,-3473,-3769,7156,7156
42,9747,4938,9527,-114,-3577,3452,-23,3400,-2817,-119,-3706,3338,-114,-3539,3484,0,248,0,6036,3948,8907,7129,8962,7157,-1172,-25,-3473,-3734,7134,7134
43,9747,4902,9527,1266,-4005,2683,-718,3735,-2058,1423,-4041,2543,1266,-3978,2716,0,304,0,6032,3948,8900,7141,8958,7134,-1231,-35,-3473,-3443,7132,7132
44,9747,4848,9527,2402,-4059,1655,-1880,3709,-1096,2456,-4096,1498,2424,-4048,1682,0,187,0,6032,3947,8897,7082,8958,7145,-1336,-48,-3473,-3357,7127,7127
45,9750,4816,9527,3257,-3761,389,-2875,3274,81,3284,-3760,167,3289,-3761,411,0,117,0,6036,3947,8907,7153,8965,7145,-1413,-67,-3473,-3443,7151,7151
46,9747,4838,9527,3787,-3085,-899,-3348,2625,580,3776,-3035,-1103,3825,-3090,-882,0,98,0,6036,3947,8900,7187,8958,7122,-1395,-69,-3473,-3504,7149,7149
47,9747,4890,9527,3966,-2127,-2165,-3428,1742,1789,3922,-2045,-2315,4025,-2132,-2127,0,65,0,6039,3949,8907,7129,8962,7134,-1295,-75,-3473,-3412,7154,7154
48,9747,4930,9527,3733,-763,-3209,-3053,522,2955,3619,-649,-3327,3787,-785,-3188,0,28,0,6039,3949,8910,7187,8958,7204,-1190,-73,-3473,-3133,7149,7149
49,9747,4924,9527,3208,297,-3772,-2564,-121,3557,3122,568,-3825,3257,286,-3772,0,-43,0,6036,3948,8900,7105,8955,7145,-1178,-59,-3473,-3134,7166,7166
50,9750,4872,9527,2256,1807,-4059,-1653,-1250,3744,2056,1899,-4101,2305,1823,-4053,0,-122,0,6036,3948,8907,7270,8958,7181,-1284,-35,-3473,-3286,7190,7190
51,9750,4830,9527,1282,2727,-3956,-700,-2213,3555,1076,2781,-3982,1320,2743,-3967,0,-150,0,6039,3947,8907,7270,8962,7251,-1366,-12,-3473,-3414,7212,7212
52,9747,4816,9527,91,3473,-3518,4,-3063,3051,-119,3479,-3484,97,3506,-3528,0,-258,0,6036,3947,8897,7211,8955,7216,-1436,4,-3473,-3412,7210,7210
53,9753,4860,9527,-1499,3917,-2646,1203,-3468,2177,-1709,3933,-2526,-1478,3955,-2663,0,-272,0,6039,3947,8900,7211,8958,7193,-1354,20,-3473,-3291,7217,7220
54,9753,4902,9527,-2479,3971,-1716,2243,-3353,1332,-2662,3890,-1612,-2457,4020,-1737,0,-211,0,6039,3948,8904,7234,8958,7263,-1249,34,-3473,-3322,7186,7120
55,9757,4934,9527,-3350,3630,-455,3203,-2960,133,-3490,3533,-281,-3328,3679,-482,0,-193,0,6039,3947,8897,7071,8952,7086,-1178,51,-3473,-3564,7117,7117
56,9760,4912,9527,-3875,2975,784,3665,-2313,-407,-3998,2813,914,-3864,3024,773,0,-150,0,6039,3948,8904,7176,8958,7157,-1225,55,-3473,-3681,7173,7173
57,9757,4860,9527,-4053,2023,2072,3772,-1442,-1524,-4133,1828,2169,-4053,2077,2066,0,-99,0,6036,3947,8904,7258,8958,7216,-1290,56,-3473,-3709,7183,7183
58,9753,4818,9527,-3869,854,3024,3440,-360,-2580,-3890,638,3095,-3869,892,3030,0,-38,0,6032,3947,8900,7222,8955,7169,-1401,58,-3473,-3558,7171,7173
59,9753,4826,9527,-3323,-428,3663,2831,199,-3292,-3300,-654,3684,-3317,-385,3684,0,42,0,6036,3947,8904,7187,8958,7193,-1436,52,-3473,-3556,7161,7161
60,9750,4874,9527,-2462,-1743,3960,2032,1473,-3494,-2326,-1969,3977,-2457,-1721,3977,0,98,0,6036,3948,8904,7129,8962,7134,-1319,24,-3473,-3728,7159,7159
61,9750,4926,9527,-1353,-2803,3879,1009,2566,-3299,-1255,-2970,3836,-1348,-2787,3912,0,126,0,6032,3949,8904,7164,8958,7157,-1225,-2,-3473,-3773,7144,7146
62,9747,4940,9527,-125,-3566,3452,-30,3416,-2814,-108,-3690,3349,-114,-3539,3484,0,238,0,6039,3948,8907,7129,8958,7145,-1149,-25,-3473,-3709,7151,7151
63,9750,4902,9527,1260,-4005,2678,-723,3742,-2046,1423,-4047,2543,1260,-3988,2716,0,285,0,6036,3948,8897,7153,8955,7134,-1231,-34,-3473,-3446,7151,7151
64,9750,4850,9527,2407,-4059,1655,-1836,3700,-1096,2456,-4090,1498,2424,-4037,1682,0,163,0,6032,3947,8904,7187,8958,7145,-1325,-49,-3473,-3363,7146,7146
65,9747,4820,9527,3251,-3745,389,-2796,3288,91,3268,-3760,162,3289,-3756,405,0,140,0,6036,3947,8907,7211,8965,7145,-1413,-66,-3473,-3488,7168,7171
66,9747,4840,9527,3787,-3079,-915,-3365,2625,583,3771,-3030,-1103,3830,-3085,-888,0,107,0,6042,3947,8910,7187,8962,7204,-1395,-70,-3473,-3463,7139,7139
67,9747,4888,9527,3987,-2111,-2138,-3444,1742,1786,3928,-2039,-2310,4031,-2122,-2127,0,88,0,6039,3949,8904,7117,8958,7110,-1307,-75,-3473,-3422,7154,7154
68,9740,4930,9527,3782,-937,-3101,-3086,683,2840,3673,-817,-3251,3830,-947,-3096,0,32,0,6036,3949,8907,7153,8962,7193,-1196,-71,-3473,-3192,7149,7151
69,9747,4926,9527,3219,303,-3777,-2590,-138,3538,3084,514,-3852,3268,297,-3772,0,-47,0,6039,3947,8904,7176,8962,7122,-1161,-59,-3473,-3152,7156,7156
70,9753,4876,9527,2375,1677,-4042,-1740,-1079,3772,2186,1753,-4096,2418,1671,-4042,0,-122,0,6039,3948,8900,7199,8958,7169,-1260,-36,-3473,-3311,7171,7171
71,9753,4822,9527,1114,2840,-3934,-585,-2344,3505,909,2878,-3944,1157,2846,-3934,0,-169,0,6039,3948,8900,7211,8958,7240,-1389,-11,-3473,-3419,7215,7215
72,9753,4818,9527,102,3468,-3512,-9,-3067,3051,-113,3473,-3490,113,3506,-3528,0,-258,0,6036,3947,8900,7211,8958,7193,-1424,4,-3473,-3421,7203,7205
73,9753,4858,9527,-1510,3912,-2652,1222,-3447,2170,-1731,3912,-2537,-1483,3949,-2668,0,-291,0,6039,3947,8900,7187,8955,7204,-1342,25,-3473,-3249,7220,7220
74,9747,4902,9527,-2484,3966,-1710,2222,-3358,1341,-2656,3885,-1623,-2462,4004,-1743,0,-235,0,6039,3948,8904,7246,8958,7216,-1266,34,-3473,-3342,7244,7244
75,9753,4934,9527,-3355,3646,-466,3161,-2964,128,-3495,3538,-281,-3328,3679,-482,0,-216,0,6036,3948,8900,7258,8958,7251,-1172,51,-3473,-3568,7232,7232
76,9747,4910,9527,-3891,2992,779,3651,-2309,-400,-3998,2819,909,-3864,3024,773,0,-169,0,6039,3948,8900,7258,8952,7240,-1184,56,-3473,-3672,7237,7239
77,9743,4852,9527,-4059,2039,2061,3749,-1442,-1517,-4139,1828,2175,-4059,2072,2066,0,-104,0,6036,3948,8904,7270,8962,7193,-1307,58,-3473,-3725,7198,7198
78,9743,4814,9527,-3875,865,3019,3437,-370,-2580,-3890,643,3095,-3858,898,3035,0,-38,0,6032,3948,8904,7222,8958,7193,-1401,59,-3473,-3563,7183,7183
79,9740,4822,9527,-3323,-423,3663,2833,194,-3295,-3306,-654,3684,-3317,-385,3684,0,46,0,6032,3947,8904,7141,8958,7193,-1436,51,-3473,-3542,7178,7178
80,9743,4870,9527,-2457,-1754,3960,2049,1451,-3498,-2391,-1953,3944,-2452,-1727,3982,0,98,0,6032,3948,8907,7141,8962,7181,-1336,26,-3473,-3730,7161,7161
81,9743,4920,9527,-1342,-2820,3885,1009,2555,-3302,-1244,-2965,3847,-1342,-2782,3917,0,121,0,6032,3951,8904,7176,8958,7193,-1219,0,-3473,-3762,7166,7166
82,9733,4932,9527,-120,-3577,3457,-35,3416,-2810,-102,-3684,3349,-114,-3539,3484,0,252,0,6036,3950,8900,7164,8955,7122,-1167,-25,-3473,-3725,7151,7151
83,9737,4896,9527,1266,-4010,2683,-723,3740,-2051,1423,-4047,2548,1260,-3983,2716,0,299,0,6036,3950,8904,7176,8958,7169,-1243,-36,-3473,-3415,7161,7161
84,9740,4842,9527,2407,-4064,1666,-1892,3679,-1081,2526,-4025,1466,2418,-4048,1682,0,192,0,6032,3949,8900,7187,8955,7181,-1360,-52,-3473,-3371,7146,7149
85,9737,4812,9527,3257,-3761,389,-2847,3297,98,3273,-3765,167,3284,-3750,411,0,135,0,6036,3948,8907,7176,8958,7181,-1430,-66,-3473,-3428,7168,7168
86,9737,4834,9527,3787,-3090,-893,-3374,2627,587,3782,-3040,-1098,3825,-3085,-882,0,103,0,6039,3949,8910,7176,8965,7157,-1383,-68,-3473,-3513,7134,7134
87,9733,4884,9527,3982,-2122,-2143,-3430,1744,1793,3922,-2039,-2315,4025,-2132,-2122,0,70,0,6039,3949,8900,7129,8958,7134,-1319,-75,-3473,-3419,7146,7146
88,9733,4924,9527,3782,-947,-3101,-3131,686,2852,3673,-827,-3246,3825,-953,-3090,0,28,0,6039,3949,8904,7129,8958,7134,-1208,-72,-3473,-3153,7149,7149
89,9733,4918,9527,3214,303,-3772,-2552,-145,3533,3089,514,-3841,3268,297,-3766,0,-52,0,6039,3949,8907,7199,8962,7145,-1172,-59,-3473,-3164,7142,7142
90,9740,4872,9527,2380,1682,-4042,-1782,-1088,3742,2191,1763,-4096,2429,1682,-4037,0,-104,0,6039,3949,8900,7105,8958,7181,-1272,-36,-3473,-3267,7164,7164
91,9740,4822,9527,1260,2710,-3967,-693,-2206,3557,1076,2764,-3982,1314,2737,-3972,0,-150,0,6036,3948,8904,7153,8955,7204,-1383,-13,-3473,-3420,7203,7203
92,9740,4810,9527,91,3473,-3501,0,-3074,3065,-119,3479,-3484,113,3511,-3528,0,-267,0,6039,3948,8907,7187,8962,7216,-1442,4,-3473,-3419,7195,7198
93,9747,4858,9527,-1651,3939,-2522,1344,-3489,2093,-1850,3949,-2402,-1635,3971,-2544,0,-277,0,6039,3948,8907,7199,8958,7181,-1342,25,-3473,-3282,7220,7220
94,9740,4896,9527,-2479,3977,-1716,2238,-3363,1344,-2656,3895,-1617,-2462,4014,-1743,0,-221,0,6039,3949,8907,7258,8958,7263,-1254,35,-3473,-3372,7234,7234
95,9733,4926,9527,-3350,3636,-455,3187,-2974,131,-3490,3538,-281,-3328,3679,-487,0,-188,0,6042,3949,8907,7258,8958,7216,-1178,51,-3473,-3549,7227,7230
96,9737,4900,9527,-3934,2873,968,3690,-2215,-519,-4031,2710,1093,-3913,2921,941,0,-146,0,6036,3949,8904,7129,8958,7216,-1231,53,-3473,-3687,7195,7195
97,9733,4850,9527,-4059,2029,2072,3761,-1416,-1545,-4085,1823,2229,-4042,2072,2066,0,-89,0,6032,3949,8904,7141,8949,7216,-1307,57,-3473,-3728,7198,7198
98,9733,4808,9527,-3864,849,3019,3440,-370,-2599,-3836,606,3143,-3869,898,3030,0,-33,0,6029,3949,8904,7164,8958,7169,-1424,58,-3473,-3537,7181,7181
99,9730,4814,9527,-3323,-428,3663,2864,189,-3295,-3300,-649,3684,-3317,-390,3684,0,42,0,6026,3948,8900,7141,8955,7157,-1436,52,-3473,-3568,7154,7154
100,9733,4864,9527,-2462,-1737,3966,2035,1437,-3496,-2386,-1947,3955,-2457,-1727,3977,0,84,0,6032,3948,8907,7117,8962,7134,-1331,26,-3473,-3726,7146,7146
101,9727,4918,9527,-1359,-2803,3879,1018,2557,-3316,-1255,-2970,3836,-1348,-2787,3912,0,117,0,6032,3949,8904,7187,8958,7134,-1208,-2,-3473,-3763,7146,7146
102,9730,4932,9527,-120,-3583,3452,-35,3400,-2812,-97,-3690,3349,-120,-3545,3484,0,238,0,6036,3949,8904,7153,8955,7110,-1167,-25,-3473,-3727,7129,7129
103,9727,4892,9527,1271,-4010,2694,-707,3763,-2044,1423,-4047,2543,1255,-3988,2710,0,299,0,6036,3949,8907,7059,8955,7134,-1213,-36,-3473,-3446,7129,7129
104,9733,4842,9527,2413,-4064,1650,-1850,3690,-1105,2461,-4085,1498,2424,-4042,1682,0,168,0,6032,3948,8904,7082,8958,7110,-1325,-49,-3473,-3376,7129,7129
105,9733,4812,9527,3262,-3745,389,-2803,3285,91,3279,-3755,173,3289,-3750,416,0,117,0,6036,3948,8904,7117,8962,7193,-1424,-66,-3473,-3486,7178,7178
106,9723,4828,9527,3798,-3074,-910,-3370,2629,597,3765,-3040,-1109,3830,-3096,-893,0,107,0,6042,3947,8907,7176,8962,7169,-1383,-67,-3473,-3472,7142,7142
107,9733,4882,9527,3982,-2105,-2154,-3466,1730,1789,3933,-2039,-2310,4025,-2127,-2127,0,79,0,6045,3947,8907,7129,8965,7145,-1290,-75,-3473,-3419,7142,7142
108,9727,4924,9527,3782,-931,-3106,-3100,655,2878,3711,-762,-3235,3825,-947,-3096,0,37,0,6039,3948,8900,7164,8958,7145,-1190,-73,-3473,-3137,7125,7125
109,9727,4916,9527,3224,303,-3772,-2576,-128,3550,3073,503,-3857,3268,292,-3766,0,-47,0,6039,3948,8907,7117,8958,7157,-1167,-59,-3473,-3149,7134,7134
110,9733,4870,9527,2380,1666,-4042,-1740,-1096,3763,2191,1753,-4063,2424,1671,-4048,0,-108,0,6039,3948,8900,7153,8958,7134,-1254,-35,-3473,-3327,7134,7134
111,9740,4818,9527,1282,2721,-3961,-711,-2238,3571,1065,2775,-3977,1320,2743,-3967,0,-164,0,6036,3947,8904,7234,8958,7181,-1366,-13,-3473,-3382,7195,7195
112,9733,4804,9527,102,3468,-3501,-9,-3060,3070,-124,3468,-3484,102,3500,-3528,0,-258,0,6039,3947,8907,7234,8958,7181,-1436,3,-3473,-3419,7198,7198
113,9737,4850,9527,-1499,3912,-2641,1231,-3470,2189,-1715,3928,-2526,-1478,3960,-2663,0,-286,0,6036,3948,8904,7164,8958,7181,-1354,19,-3473,-3268,7190,7190
114,9740,4900,9527,-2609,3933,-1570,2379,-3309,1210,-2775,3852,-1482,-2587,3977,-1597,0,-225,0,6039,3948,8904,7222,8958,7216,-1237,33,-3473,-3341,7230,7230
115,9733,4924,9527,-3339,3636,-455,3135,-2967,128,-3495,3533,-281,-3323,3679,-482,0,-211,0,6039,3948,8907,7211,8958,7263,-1167,51,-3473,-3578,7215,7215
116,9740,4906,9527,-3886,2981,789,3651,-2313,-407,-3998,2819,909,-3869,3030,779,0,-169,0,6036,3948,8904,7187,8958,7193,-1208,54,-3473,-3676,7198,7198
117,9733,4846,9527,-4064,2034,2066,3733,-1442,-1515,-4133,1828,2169,-4053,2066,2061,0,-104,0,6032,3948,8900,7234,8952,7169,-1301,56,-3473,-3730,7190,7190
118,9733,4808,9527,-3864,860,3019,3466,-370,-2580,-3906,638,3095,-3864,892,3040,0,-38,0,6032,3948,8907,7234,8962,7181,-1413,58,-3473,-3577,7181,7183
119,9730,4816,9527,-3323,-428,3663,2822,189,-3306,-3306,-649,3690,-3312,-385,3690,0,42,0,6023,3948,8904,7187,8958,7181,-1430,51,-3473,-3597,7164,7164
120,9727,4860,9527,-2457,-1748,3960,2035,1423,-3494,-2380,-1947,3949,-2462,-1721,3977,0,103,0,6032,3948,8900,7129,8955,7145,-1331,25,-3473,-3723,7144,7144
121,9727,4914,9527,-1342,-2814,3890,1009,2562,-3309,-1249,-2970,3847,-1353,-2782,3912,0,135,0,6032,3948,8907,7164,8962,7122,-1202,-1,-3473,-3761,7127,7127
122,9727,4932,9527,-114,-3566,3452,-44,3407,-2819,-108,-3679,3354,-114,-3534,3490,0,252,0,6036,3948,8904,7117,8958,7134,-1149,-25,-3473,-3730,7117,7117
123,9723,4892,9527,1271,-3999,2689,-730,3763,-2046,1428,-4047,2548,1260,-3978,2710,0,295,0,6036,3949,8904,7164,8962,7110,-1219,-37,-3473,-3427,7127,7127
124,9730,4836,9527,2407,-4064,1661,-1880,3697,-1100,2451,-4096,1498,2424,-4037,1682,0,187,0,6032,3947,8907,7199,8962,7193,-1348,-49,-3473,-3379,7117,7117
125,9727,4808,9527,3268,-3766,400,-2840,3299,88,3268,-3760,167,3295,-3750,416,0,140,0,6036,3948,8904,7187,8962,7110,-1436,-67,-3473,-3431,7144,7144
126,9727,4828,9527,3793,-3096,-893,-3398,2620,585,3782,-3030,-1098,3830,-3085,-882,0,117,0,6039,3949,8904,7141,8958,7157,-1395,-67,-3473,-3488,7127,7127
127,9727,4878,9527,3987,-2122,-2138,-3440,1735,1782,3917,-2045,-2315,4025,-2122,-2127,0,79,0,6039,3948,8907,7105,8962,7134,-1295,-74,-3473,-3440,7134,7134
128,9730,4920,9527,3776,-953,-3112,-3117,688,2852,3679,-822,-3262,3820,-947,-3096,0,37,0,6036,3948,8900,7164,8958,7145,-1196,-72,-3473,-3151,7127,7127
129,9727,4912,9527,3219,303,-3772,-2524,-121,3538,3084,503,-3857,3268,286,-3772,0,-43,0,6039,3948,8900,7141,8958,7134,-1178,-59,-3473,-3167,7144,7144
130,9730,4868,9527,2375,1688,-4048,-1782,-1088,3754,2186,1753,-4106,2434,1682,-4048,0,-118,0,6039,3948,8907,7153,8962,7145,-1249,-34,-3473,-3269,7154,7154
131,9737,4820,9527,1266,2732,-3961,-716,-2241,3543,1065,2770,-3987,1314,2737,-3967,0,-160,0,6039,3947,8900,7141,8955,7181,-1383,-11,-3473,-3401,7195,7195
132,9733,4806,9527,97,3473,-3518,-25,-3081,3058,-167,3527,-3446,113,3506,-3528,0,-277,0,6036,3948,8900,7176,8958,7240,-1430,6,-3452,-3394,7217,7217
133,9737,4852,9527,-1505,3912,-2646,1227,-3437,2177,-1715,3922,-2532,-1488,3944,-2668,0,-291,0,6042,3948,8907,7211,8962,7193,-1342,27,-3452,-3257,7210,7210
134,9743,4896,9527,-2479,3966,-1716,2220,-3337,1332,-2651,3901,-1617,-2462,4009,-1737,0,-230,0,6039,3949,8900,7234,8958,7216,-1266,35,-3452,-3363,7248,7248
135,9743,4930,9527,-3431,3598,-239,3271,-2868,-11,-3560,3473,-140,-3399,3641,-276,0,-183,0,6039,3948,8897,7093,8949,7074,-1184,54,-3452,-3559,7146,7146
136,9747,4910,9527,-3886,2981,779,3660,-2299,-398,-3998,2819,909,-3869,3019,768,0,-150,0,6042,3947,8907,7199,8962,7181,-1208,56,-3452,-3657,7200,7200
137,9747,4854,9527,-4064,2039,2061,3723,-1447,-1508,-4133,1839,2175,-4059,2077,2066,0,-85,0,6036,3946,8900,7187,8955,7216,-1307,58,-3452,-3721,7205,7208
138,9747,4812,9527,-3875,860,3024,3437,-365,-2566,-3895,633,3084,-3864,892,3024,0,-29,0,6039,3947,8904,7164,8955,7204,-1413,58,-3452,-3539,7203,7203
139,9740,4822,9527,-3323,-428,3668,2824,187,-3281,-3306,-654,3679,-3317,-379,3684,0,42,0,6036,3948,8907,7199,8962,7204,-1413,52,-3452,-3533,7198,7198
140,9743,4870,9527,-2462,-1754,3955,2032,1435,-3468,-2386,-1947,3949,-2468,-1732,3982,0,84,0,6036,3948,8904,7176,8955,7169,-1336,24,-3452,-3699,7183,7183
141,9740,4922,9527,-1348,-2798,3890,1009,2545,-3278,-1255,-2975,3836,-1348,-2787,3917,0,117,0,6039,3948,8904,7187,8955,7263,-1231,0,-3452,-3747,7198,7198
142,9737,4938,9527,-114,-3583,3452,-25,3384,-2803,-102,-3690,3354,-103,-3534,3490,0,252,0,6036,3948,8907,7187,8962,7134,-1172,-24,-3452,-3720,7173,7173
143,9740,4898,9527,1266,-4010,2689,-709,3721,-2035,1423,-4041,2548,1260,-3983,2721,0,285,0,6036,3948,8904,7164,8958,7157,-1243,-36,-3452,-3427,7176,7176
144,9747,4842,9527,2537,-4042,1520,-1997,3655,-964,2575,-4058,1347,2548,-4026,1542,0,140,0,6036,3947,8904,7153,8958,7181,-1366,-53,-3452,-3347,7181,7181
145,9740,4814,9527,3257,-3756,394,-2868,3238,60,3327,-3695,135,3284,-3761,411,0,112,0,6036,3947,8907,7199,8962,7193,-1407,-66,-3452,-3427,7205,7205
146,9740,4834,9527,3787,-3085,-904,-3370,2599,613,3836,-2965,-1141,3830,-3096,-882,0,98,0,6036,3947,8907,7176,8958,7216,-1401,-67,-3452,-3463,7178,7178
147,9740,4884,9527,3982,-2111,-2143,-3421,1718,1777,3917,-2045,-2321,4025,-2132,-2127,0,65,0,6042,3948,8910,7153,8965,7134,-1284,-74,-3452,-3408,7193,7193
148,9740,4926,9527,3776,-926,-3106,-3098,667,2819,3679,-827,-3230,3836,-947,-3085,0,23,0,6039,3948,8907,7211,8962,7193,-1202,-72,-3452,-3121,7168,7168
149,9740,4920,9527,3214,292,-3777,-2508,-138,3522,3084,508,-3852,3257,281,-3777,0,-43,0,6039,3948,8900,7187,8955,7157,-1172,-60,-3452,-3132,7190,7190
150,9740,4870,9527,2380,1661,-4042,-1754,-1084,3728,2180,1753,-4096,2424,1677,-4048,0,-104,0,6039,3948,8904,7164,8962,7240,-1249,-34,-3452,-3252,7212,7212
151,9747,4828,9527,1276,2710,-3967,-711,-2208,3522,1076,2775,-3982,1320,2737,-3967,0,-160,0,6039,3948,8907,7234,8962,7251,-1372,-11,-3452,-3372,7247,7247
152,9743,4812,9527,102,3468,-3512,-2,-3035,3053,-124,3473,-3490,113,3506,-3523,0,-253,0,6036,3947,8897,7082,8952,7098,-1454,7,-3452,-3407,7137,7139
153,9757,4862,9527,-1499,3912,-2646,1213,-3459,2175,-1709,3933,-2526,-1483,3955,-2663,0,-282,0,6039,3947,8900,7199,8958,7193,-1354,20,-3452,-3235,7212,7212
154,9760,4908,9527,-2479,3966,-1710,2227,-3341,1325,-2656,3895,-1612,-2457,4014,-1743,0,-216,0,6045,3947,8904,7270,8962,7251,-1254,37,-3452,-3348,7190,7125
155,9763,4938,9527,-3344,3636,-444,3187,-2953,138,-3490,3527,-281,-3323,3684,-487,0,-197,0,6042,3946,8894,7105,8949,7098,-1172,52,-3452,-3535,7159,7159
156,9770,4912,9527,-3934,2867,968,3709,-2199,-512,-4031,2716,1093,-3913,2916,946,0,-155,0,6042,3947,8900,7187,8958,7240,-1237,53,-3452,-3663,7220,7220
157,9767,4866,9527,-4059,2029,2072,3718,-1433,-1519,-4133,1828,2180,-4048,2072,2066,0,-99,0,6039,3945,8900,7164,8958,7216,-1307,55,-3452,-3723,7210,7210
158,9763,4824,9527,-3880,860,3013,3449,-341,-2569,-3901,638,3078,-3869,887,3030,0,-43,0,6039,3945,8900,7153,8955,7216,-1407,55,-3452,-3548,7210,7212
159,9757,4828,9527,-3317,-423,3663,2845,196,-3285,-3306,-654,3684,-3317,-379,3684,0,46,0,6039,3946,8904,7187,8958,7240,-1418,52,-3452,-3548,7203,7203
160,9760,4880,9527,-2457,-1748,3960,2035,1421,-3477,-2391,-1953,3949,-2462,-1721,3977,0,98,0,6039,3948,8907,7164,8962,7181,-1325,24,-3452,-3716,7183,7186
161,9757,4930,9527,-1348,-2798,3885,1007,2559,-3276,-1255,-2975,3830,-1348,-2782,3912,0,135,0,6036,3948,8904,7199,8958,7204,-1219,-3,-3452,-3775,7210,7210
162,9753,4946,9527,-125,-3561,3452,-37,3393,-2798,-108,-3684,3354,-114,-3539,3490,0,238,0,6036,3948,8904,7222,8962,7204,-1167,-25,-3452,-3723,7203,7203
