NUM,ACH1,ACH2,ACH3,ACH4,ACH5,ACH6,ACH7,ACH8,ACH9,ACH10,ACH11,ACH12,ACH13,ACH14,ACH15,ACH16,ACH17,ACH18,ACH19,ACH20,ACH21,ACH22,ACH23,ACH24,ACH25,ACH26,ACH27,ACH28,ACH29,ACH30
307,9823,4928,9527,3987,-2111,-2143,-3412,1704,1798,3922,-2039,-2305,4031,-2127,-2122,0,79,0,6023,3957,8907,7222,8962,7193,-1295,-74,-3450,-3391,7212,7215
308,9820,4966,9527,3782,-937,-3106,-3096,651,2840,3679,-822,-3246,3825,-947,-3096,0,42,0,6026,3958,8904,7258,8958,7263,-1208,-71,-3450,-3128,7239,7242
309,9820,4962,9527,3219,303,-3772,-2503,-135,3519,3078,497,-3857,3262,286,-3772,0,-43,0,6026,3958,8907,7222,8962,7204,-1172,-58,-3450,-3121,7115,7117
310,9833,4918,9527,2375,1671,-4048,-1747,-1112,3735,2191,1758,-4096,2418,1671,-4042,0,-118,0,6026,3958,8904,7141,8958,7134,-1249,-35,-3450,-3234,7181,7181
311,9827,4864,9527,1120,2835,-3940,-559,-2339,3470,909,2862,-3933,1157,2840,-3934,0,-178,0,6023,3956,8904,7270,8962,7228,-1377,-9,-3450,-3338,7149,7151
312,9833,4858,9527,97,3457,-3512,-4,-3079,3030,-124,3473,-3484,113,3506,-3534,0,-258,0,6026,3957,8904,7187,8962,7169,-1430,6,-3450,-3391,7195,7198
313,9837,4904,9527,-1499,3917,-2646,1243,-3454,2156,-1715,3922,-2532,-1483,3939,-2679,0,-286,0,6026,3958,8904,7199,8958,7228,-1342,28,-3450,-3250,7186,7120
314,9843,4948,9527,-2479,3955,-1710,2257,-3330,1320,-2656,3885,-1634,-2462,4009,-1743,0,-225,0,6026,3959,8900,7105,8952,7086,-1260,37,-3450,-3341,7193,7193
315,9843,4978,9527,-3344,3641,-455,3201,-2939,105,-3500,3533,-286,-3323,3684,-482,0,-211,0,6026,3958,8904,7234,8958,7216,-1172,54,-3450,-3528,7132,7134
316,9853,4962,9527,-3880,2981,784,3648,-2283,-421,-3998,2824,919,-3858,3035,784,0,-164,0,6026,3956,8900,7082,8958,7157,-1208,55,-3450,-3662,7193,7195
317,9850,4906,9527,-4059,2034,2061,3747,-1407,-1529,-4133,1834,2169,-4059,2066,2061,0,-108,0,6019,3956,8904,7258,8955,7228,-1307,57,-3450,-3721,7117,7120
318,9853,4870,9527,-3875,854,3019,3423,-323,-2590,-3895,633,3089,-3869,892,3030,0,-38,0,6026,3956,8904,7071,8958,7110,-1401,58,-3450,-3531,7154,7154
319,9850,4878,9527,-3323,-428,3657,2843,208,-3295,-3306,-654,3684,-3317,-385,3690,0,46,0,6019,3957,8907,7199,8958,7193,-1407,51,-3450,-3562,7200,7200
320,9850,4922,9527,-2462,-1748,3960,2018,1461,-3463,-2397,-1953,3944,-2468,-1721,3982,0,98,0,6023,3958,8904,7187,8958,7216,-1331,24,-3450,-3700,7215,7217
321,9847,4976,9527,-1337,-2814,3890,985,2557,-3278,-1260,-2975,3830,-1348,-2782,3917,0,135,0,6023,3958,8907,7258,8962,7263,-1208,0,-3450,-3752,7222,7225
322,9840,4986,9527,-136,-3577,3446,-23,3407,-2782,-97,-3690,3354,-125,-3539,3484,0,248,0,6019,3958,8904,7246,8958,7204,-1161,-25,-3450,-3720,7230,7232
323,9837,4948,9527,1266,-4005,2689,-721,3718,-2016,1428,-4041,2548,1266,-3983,2710,0,295,0,6019,3958,8904,7281,8958,7181,-1231,-36,-3450,-3422,7164,7164
324,9837,4892,9527,2402,-4064,1661,-1868,3674,-1039,2510,-4031,1466,2424,-4048,1682,0,187,0,6019,3958,8907,7187,8962,7204,-1360,-51,-3450,-3326,7215,7217
325,9840,4866,9527,3262,-3766,394,-2791,3255,72,3279,-3755,194,3284,-3756,416,0,135,0,6013,3957,8904,7270,8962,7228,-1401,-67,-3450,-3447,7244,7247
326,9833,4886,9527,3787,-3106,-893,-3334,2587,597,3765,-3035,-1103,3830,-3085,-882,0,117,0,6019,3957,8904,7105,8958,7062,-1383,-67,-3450,-3434,7115,7117
327,9843,4942,9527,3982,-2132,-2138,-3426,1693,1786,3939,-2039,-2310,4025,-2132,-2122,0,74,0,6023,3958,8907,7187,8965,7216,-1284,-74,-3450,-3385,7188,7190
328,9843,4978,9527,3776,-947,-3106,-3063,662,2838,3684,-822,-3241,3830,-947,-3090,0,37,0,6019,3958,8904,7234,8958,7204,-1196,-71,-3450,-3162,7222,7225
329,9837,4970,9527,3214,303,-3772,-2555,-131,3524,3089,508,-3857,3262,286,-3772,0,-43,0,6026,3958,8907,7211,8958,7263,-1172,-59,-3450,-3126,7178,7181
330,9847,4926,9527,2375,1677,-4048,-1714,-1112,3730,2186,1753,-4101,2429,1671,-4048,0,-113,0,6026,3958,8904,7199,8962,7204,-1254,-34,-3450,-3280,7232,7234
331,9857,4880,9527,1271,2727,-3961,-667,-2220,3519,1071,2770,-3982,1314,2737,-3967,0,-155,0,6019,3957,8904,7129,8958,7134,-1372,-12,-3450,-3341,7200,7203
332,9847,4866,9527,75,3468,-3518,46,-3060,3025,-167,3462,-3495,97,3500,-3534,0,-263,0,6023,3957,8907,7292,8958,7287,-1424,5,-3450,-3384,7122,7125
333,9860,4920,9527,-1656,3939,-2522,1353,-3468,2058,-1850,3895,-2456,-1629,3977,-2544,0,-282,0,6026,3958,8907,7141,8962,7181,-1331,28,-3450,-3227,7215,7217
334,9860,4958,9527,-2484,3971,-1716,2222,-3339,1313,-2656,3890,-1628,-2457,4014,-1743,0,-225,0,6026,3958,8900,7222,8955,7169,-1260,36,-3450,-3331,7171,7173
335,9860,4988,9527,-3344,3641,-460,3142,-2941,105,-3495,3533,-286,-3317,3679,-487,0,-197,0,6029,3956,8910,7211,8962,7263,-1172,53,-3450,-3552,7230,7232
336,9867,4964,9527,-3934,2873,968,3690,-2177,-531,-4041,2700,1093,-3913,2921,946,0,-136,0,6026,3956,8900,7129,8955,7062,-1225,52,-3450,-3669,7171,7173
337,9867,4914,9527,-4064,2034,2061,3749,-1377,-1557,-4079,1823,2223,-4059,2072,2056,0,-85,0,6023,3957,8904,7211,8955,7216,-1307,58,-3450,-3714,7212,7215
338,9867,4876,9527,-3869,860,3013,3444,-318,-2606,-3825,611,3138,-3869,892,3019,0,-33,0,6019,3956,8907,7258,8958,7251,-1395,58,-3450,-3544,7125,7127
339,9867,4886,9527,-3317,-428,3657,2805,201,-3285,-3306,-654,3690,-3317,-385,3684,0,37,0,6023,3957,8904,7129,8958,7074,-1413,49,-3450,-3563,7156,7159
340,9867,4932,9527,-2462,-1737,3966,2014,1468,-3473,-2386,-1953,3944,-2462,-1732,3977,0,93,0,6019,3957,8904,7176,8958,7216,-1342,23,-3450,-3721,7208,7210
341,9863,4982,9527,-1353,-2809,3885,978,2571,-3278,-1249,-2970,3836,-1353,-2798,3906,0,121,0,6023,3957,8907,7246,8962,7216,-1202,0,-3450,-3725,7212,7215
342,9863,4998,9527,-130,-3583,3457,-21,3381,-2784,-102,-3690,3349,-130,-3545,3490,0,248,0,6032,3957,8904,7211,8962,7216,-1161,-23,-3450,-3713,7215,7217
343,9857,4958,9527,1271,-4010,2683,-733,3716,-2018,1428,-4041,2543,1260,-3978,2716,0,295,0,6019,3958,8904,7246,8965,7251,-1219,-38,-3450,-3412,7239,7242
344,9863,4908,9527,2413,-4059,1671,-1864,3674,-1070,2445,-4101,1498,2429,-4037,1688,0,187,0,6019,3957,8907,7093,8962,7134,-1331,-49,-3450,-3344,7139,7142
345,9863,4878,9527,3262,-3761,394,-2826,3248,74,3273,-3749,194,3289,-3761,411,0,107,0,6016,3958,8907,7211,8965,7216,-1401,-66,-3450,-3406,7217,7220
346,9860,4898,9527,3787,-3079,-904,-3363,2594,601,3787,-3030,-1098,3825,-3090,-882,0,93,0,6023,3957,8907,7234,8965,7275,-1383,-67,-3450,-3450,7230,7232
347,9857,4946,9527,3977,-2111,-2143,-3395,1700,1798,3922,-2045,-2315,4031,-2132,-2127,0,74,0,6026,3958,8907,7187,8965,7157,-1278,-73,-3450,-3403,7125,7127
348,9860,4990,9527,3765,-937,-3112,-3110,604,2852,3717,-768,-3230,3830,-947,-3090,0,32,0,6019,3958,8907,7153,8965,7193,-1184,-72,-3450,-3144,7188,7190
349,9860,4984,9527,3214,297,-3772,-2491,-145,3524,3084,508,-3841,3262,286,-3766,0,-43,0,6019,3958,8907,7234,8958,7251,-1178,-59,-3450,-3135,7222,7225
350,9863,4934,9527,2375,1661,-4042,-1728,-1081,3735,2180,1818,-4063,2418,1671,-4048,0,-113,0,6026,3958,8907,7234,8962,7228,-1260,-36,-3450,-3231,7159,7161
351,9870,4888,9527,1276,2700,-3961,-672,-2224,3522,1060,2754,-3982,1314,2727,-3972,0,-150,0,6023,3957,8904,7222,8962,7216,-1372,-13,-3450,-3361,7247,7248
352,9870,4878,9527,86,3468,-3518,32,-3084,3021,-162,3473,-3495,102,3506,-3534,0,-249,0,6019,3956,8900,7153,8952,7110,-1418,5,-3450,-3402,7193,7198
353,9880,4924,9527,-1494,3906,-2646,1231,-3461,2149,-1715,3933,-2526,-1483,3949,-2668,0,-277,0,6026,3957,8904,7211,8962,7216,-1336,19,-3450,-3239,7248,7248
354,9880,4972,9527,-2603,3939,-1564,2341,-3309,1182,-2781,3852,-1477,-2576,3987,-1591,0,-211,0,6026,3958,8904,7129,8958,7098,-1225,35,-3450,-3338,7220,7222
355,9880,4996,9528,-3344,3630,-455,3163,-2941,112,-3484,3527,-281,-3323,3679,-482,0,-197,0,6023,3956,8900,7281,8955,7275,-1172,52,-3450,-3503,7181,7186
356,9887,4978,9528,-3880,2970,789,3639,-2290,-416,-4004,2819,903,-3864,3030,779,0,-155,0,6026,3956,8907,7199,8962,7204,-1184,55,-3450,-3635,7181,7115
357,9883,4924,9528,-4064,2023,2072,3749,-1419,-1531,-4139,1834,2169,-4059,2077,2072,0,-94,0,6019,3956,8900,7059,8952,7122,-1301,55,-3450,-3698,7178,7181
358,9880,4882,9528,-3886,854,3019,3421,-313,-2583,-3890,633,3084,-3869,892,3024,0,-38,0,6016,3956,8904,7222,8955,7251,-1395,58,-3450,-3560,7215,7217
359,9873,4892,9528,-3328,-433,3663,2819,189,-3292,-3311,-660,3684,-3334,-395,3684,0,46,0,6023,3957,8910,7234,8965,7251,-1413,50,-3450,-3539,7242,7176
360,9880,4942,9528,-2462,-1743,3960,2011,1489,-3475,-2310,-1953,3987,-2462,-1721,3982,0,103,0,6019,3957,8907,7164,8962,7145,-1307,24,-3450,-3683,7193,7195
361,9870,4992,9528,-1353,-2803,3874,882,2648,-3241,-1120,-3008,3830,-1196,-2895,3879,0,140,0,6019,3958,8904,7281,8962,7263,-1196,-4,-3450,-3739,7242,7244
362,9873,5004,9528,-136,-3572,3446,-23,3421,-2775,-37,-3673,3349,-125,-3539,3479,0,238,0,6023,3958,8907,7164,8962,7169,-1155,-24,-3450,-3697,7112,7115
363,9880,4968,9528,1266,-4005,2678,-742,3728,-1953,1482,-4058,2494,1439,-4010,2602,0,295,0,6019,3958,8910,7129,8965,7181,-1225,-36,-3450,-3423,7166,7168
364,9873,4914,9528,2402,-4053,1655,-1894,3679,-1070,2456,-4085,1504,2424,-4048,1677,0,173,0,6016,3957,8907,7176,8962,7240,-1331,-49,-3450,-3337,7225,7227
365,9873,4886,9528,3251,-3745,389,-2861,3250,74,3268,-3760,189,3289,-3750,416,0,140,0,6023,3957,8913,7246,8968,7263,-1407,-68,-3450,-3442,7134,7137
366,9877,4908,9528,3782,-3090,-910,-3327,2599,606,3782,-3035,-1103,3825,-3090,-888,0,121,0,6019,3957,8904,7141,8962,7134,-1383,-68,-3450,-3480,7149,7151
367,9880,4954,9528,3977,-2122,-2132,-3400,1716,1796,3928,-2050,-2315,4025,-2127,-2132,0,88,0,6023,3957,8907,7199,8965,7240,-1284,-72,-3450,-3401,7232,7234
368,9873,4996,9528,3765,-947,-3101,-3114,634,2833,3673,-833,-3257,3830,-942,-3096,0,37,0,6026,3958,8904,7176,8962,7134,-1196,-71,-3450,-3144,7103,7105
369,9880,4992,9528,3219,303,-3766,-2529,-128,3529,3078,503,-3852,3268,292,-3766,0,-47,0,6023,3958,8907,7153,8962,7193,-1161,-59,-3450,-3102,7186,7188
370,9883,4944,9528,2369,1677,-4037,-1728,-1096,3730,2186,1758,-4096,2424,1677,-4037,0,-122,0,6023,3958,8907,7270,8962,7228,-1254,-34,-3450,-3276,7144,7146
371,9887,4894,9528,1271,2727,-3967,-672,-2227,3522,1065,2764,-3977,1320,2732,-3972,0,-169,0,6026,3958,8904,7176,8958,7193,-1360,-10,-3450,-3384,7220,7222
372,9890,4888,9528,81,3457,-3518,7,-3091,3016,-173,3527,-3452,91,3500,-3539,0,-267,0,6019,3958,8900,7164,8955,7134,-1407,7,-3450,-3388,7166,7168
373,9900,4932,9528,-1499,3912,-2646,1236,-3426,2149,-1704,3928,-2537,-1483,3949,-2668,0,-291,0,6026,3959,8907,7258,8962,7228,-1325,29,-3450,-3267,7146,7149
374,9900,4978,9528,-2484,3960,-1716,2250,-3334,1311,-2662,3890,-1628,-2462,4009,-1737,0,-235,0,6026,3958,8904,7153,8962,7134,-1237,37,-3450,-3305,7212,7215
375,9903,5010,9528,-3426,3614,-233,3276,-2859,-14,-3554,3473,-156,-3393,3641,-271,0,-188,0,6026,3957,8900,7082,8958,7145,-1161,55,-3450,-3533,7173,7176
376,9906,4988,9528,-3886,2997,779,3665,-2278,-416,-4004,2819,909,-3864,3030,773,0,-160,0,6026,3957,8904,7234,8958,7251,-1202,55,-3450,-3666,7248,7248
377,9910,4938,9528,-4064,2045,2061,3718,-1412,-1531,-4133,1839,2175,-4048,2083,2072,0,-104,0,6023,3956,8904,7082,8958,7122,-1284,57,-3450,-3718,7156,7159
378,9910,4898,9528,-3875,860,3008,3440,-330,-2585,-3895,638,3089,-3869,892,3024,0,-38,0,6019,3955,8907,7234,8958,7204,-1389,57,-3450,-3551,7248,7248
379,9900,4902,9528,-3323,-433,3663,2836,196,-3290,-3300,-654,3684,-3317,-385,3684,0,42,0,6023,3956,8904,7093,8955,7098,-1407,52,-3450,-3547,7149,7151
380,9910,4954,9528,-2457,-1759,3960,2016,1444,-3489,-2397,-1947,3955,-2462,-1727,3982,0,93,0,6023,3957,8907,7211,8962,7240,-1325,24,-3450,-3698,7200,7205
381,9903,5006,9528,-1342,-2814,3890,981,2536,-3274,-1249,-2975,3836,-1353,-2787,3912,0,131,0,6019,3958,8904,7246,8958,7204,-1208,-1,-3450,-3759,7178,7181
382,9900,5018,9528,-136,-3583,3446,-28,3412,-2777,-108,-3701,3349,-130,-3545,3479,0,262,0,6026,3958,8907,7199,8962,7193,-1161,-22,-3450,-3718,7200,7203
383,9900,4976,9528,1271,-4005,2689,-740,3728,-2016,1412,-4052,2537,1266,-3978,2716,0,290,0,6016,3957,8897,7153,8958,7122,-1213,-34,-3450,-3438,7134,7139
384,9906,4922,9528,2537,-4042,1515,-2009,3629,-946,2559,-4079,1336,2553,-4021,1536,0,154,0,6016,3957,8904,7117,8962,7193,-1342,-51,-3450,-3326,7176,7181
385,9903,4900,9528,3257,-3750,394,-2819,3236,63,3343,-3684,173,3284,-3761,411,0,117,0,6019,3957,8910,7270,8965,7216,-1389,-66,-3450,-3443,7127,7132
386,9900,4922,9528,3793,-3090,-893,-3344,2571,625,3836,-2965,-1141,3830,-3090,-882,0,98,0,6023,3957,8904,7105,8962,7157,-1366,-67,-3450,-3450,7151,7154
387,9910,4968,9528,3977,-2116,-2138,-3414,1709,1782,3928,-2045,-2315,4020,-2132,-2127,0,70,0,6023,3958,8904,7234,8958,7216,-1278,-75,-3450,-3398,7248,7248
388,9916,5010,9528,3782,-937,-3101,-3091,653,2836,3684,-822,-3246,3830,-958,-3101,0,23,0,6026,3958,8907,7129,8962,7134,-1190,-71,-3450,-3173,7142,7146
389,9906,5006,9528,3219,292,-3772,-2550,-140,3519,3089,514,-3847,3257,286,-3766,0,-43,0,6029,3959,8904,7246,8965,7216,-1172,-59,-3450,-3116,7234,7239
390,9913,4960,9528,2375,1666,-4042,-1707,-1103,3737,2186,1747,-4101,2424,1671,-4048,0,-94,0,6026,3957,8897,7141,8952,7122,-1231,-34,-3450,-3288,7171,7176
391,9916,4914,9528,1271,2716,-3961,-683,-2201,3538,1065,2770,-3982,1314,2732,-3972,0,-150,0,6023,3958,8910,7316,8965,7299,-1366,-11,-3450,-3364,7142,7146
392,9920,4902,9528,91,3479,-3512,0,-3030,3028,-124,3479,-3490,119,3517,-3528,0,-263,0,6026,3958,8904,7199,8962,7204,-1418,7,-3450,-3398,7227,7232
393,9926,4948,9528,-1505,3912,-2652,1215,-3442,2156,-1715,3933,-2526,-1478,3955,-2668,0,-282,0,6023,3958,8900,7164,8958,7134,-1342,28,-3450,-3251,7183,7186
394,9926,4992,9528,-2473,3977,-1716,2208,-3330,1332,-2656,3890,-1617,-2457,4009,-1743,0,-221,0,6026,3959,8910,7222,8962,7240,-1237,37,-3450,-3305,7161,7164
395,9926,5022,9528,-3350,3636,-455,3177,-2953,124,-3490,3533,-281,-3323,3679,-482,0,-193,0,6023,3957,8897,7211,8958,7216,-1167,54,-3450,-3536,7230,7234
396,9933,4998,9528,-3934,2862,968,3702,-2203,-512,-4047,2710,1093,-3913,2921,941,0,-155,0,6026,3957,8904,7153,8962,7122,-1219,53,-3450,-3659,7173,7176
397,9930,4948,9528,-4059,2029,2072,3735,-1428,-1498,-4144,1839,2169,-4053,2077,2061,0,-89,0,6023,3957,8907,7258,8962,7263,-1290,57,-3450,-3704,7248,7200
398,9936,4914,9528,-3875,849,3019,3421,-355,-2564,-3890,638,3089,-3869,898,3024,0,-38,0,6019,3957,8904,7117,8962,7122,-1377,56,-3450,-3544,7181,7183
399,9930,4918,9528,-3328,-423,3668,2812,192,-3274,-3316,-654,3679,-3323,-379,3684,0,46,0,6019,3957,8904,7234,8958,7263,-1401,49,-3450,-3562,7232,7234
400,9933,4966,9528,-2468,-1732,3966,2030,1435,-3475,-2397,-1942,3955,-2462,-1727,3977,0,93,0,6026,3957,8907,7176,8965,7157,-1319,26,-3450,-3684,7149,7154
401,9930,5018,9528,-1359,-2798,3885,1007,2536,-3285,-1255,-2970,3830,-1353,-2793,3912,0,131,0,6026,3958,8904,7211,8962,7228,-1208,-2,-3450,-3762,7210,7215
402,9926,5030,9528,-130,-3572,3457,-35,3395,-2800,-97,-3690,3354,-125,-3545,3490,0,234,0,6019,3959,8907,7246,8962,7228,-1155,-22,-3450,-3704,7232,7234
403,9923,4992,9528,1266,-4005,2683,-711,3709,-2028,1417,-4047,2543,1260,-3983,2721,0,285,0,6023,3959,8904,7105,8958,7074,-1225,-35,-3450,-3425,7154,7156
404,9930,4942,9528,2407,-4059,1655,-1826,3674,-1091,2445,-4090,1498,2424,-4048,1682,0,163,0,6016,3958,8904,7199,8962,7216,-1307,-47,-3450,-3366,7234,7239
405,9930,4910,9528,3246,-3745,394,-2772,3259,86,3279,-3755,178,3284,-3750,416,0,121,0,6019,3958,8907,7129,8958,7110,-1395,-66,-3450,-3429,7171,7173
406,9923,4930,9528,3782,-3079,-904,-3332,2599,580,3765,-3040,-1103,3836,-3090,-877,0,107,0,6023,3957,8907,7222,8965,7240,-1372,-68,-3450,-3431,7210,7215
407,9926,4984,9528,3982,-2111,-2143,-3435,1716,1754,3933,-2045,-2310,4025,-2122,-2122,0,79,0,6023,3958,8907,7234,8965,7216,-1290,-74,-3450,-3378,7146,7149
408,9933,5022,9528,3782,-942,-3106,-3077,690,2812,3684,-827,-3246,3830,-947,-3090,0,32,0,6026,3958,8907,7176,8962,7181,-1184,-71,-3450,-3169,7205,7210
409,9930,5016,9528,3208,292,-3772,-2573,-112,3501,3078,503,-3852,3262,281,-3772,0,-47,0,6023,3958,8910,7270,8962,7240,-1155,-59,-3450,-3129,7208,7212
410,9936,4968,9528,2380,1671,-4042,-1725,-1060,3718,2186,1753,-4101,2424,1671,-4042,0,-118,0,6023,3958,8904,7234,8958,7216,-1237,-34,-3450,-3280,7134,7139
411,9936,4922,9528,1276,2716,-3956,-707,-2199,3540,1071,2759,-3982,1320,2727,-3972,0,-169,0,6019,3956,8907,7199,8958,7204,-1360,-12,-3450,-3337,7248,7248
412,9933,4912,9528,102,3457,-3507,-16,-3053,3042,-119,3479,-3484,113,3511,-3528,0,-263,0,6023,3957,8904,7153,8962,7169,-1424,5,-3450,-3377,7200,7203
413,9943,4956,9528,-1499,3912,-2646,1217,-3442,2166,-1715,3922,-2526,-1478,3960,-2668,0,-291,0,6023,3957,8904,7211,8962,7134,-1336,20,-3450,-3226,7190,7195
414,9946,5000,9528,-2473,3966,-1705,2192,-3353,1327,-2656,3885,-1623,-2457,4009,-1737,0,-230,0,6026,3958,8904,7234,8958,7240,-1249,37,-3450,-3333,7144,7149
415,9950,5032,9528,-3339,3636,-455,3142,-2962,119,-3500,3533,-286,-3323,3679,-482,0,-221,0,6023,3957,8907,7211,8962,7204,-1161,53,-3450,-3548,7239,7244
416,9956,5014,9528,-3886,2981,773,3662,-2302,-398,-3998,2824,914,-3864,3024,773,0,-169,0,6023,3957,8900,7153,8958,7062,-1196,55,-3450,-3665,7198,7203
417,9956,4954,9528,-4069,1904,2202,3730,-1309,-1660,-4112,1699,2294,-4053,1937,2202,0,-99,0,6019,3957,8904,7199,8962,7204,-1301,57,-3450,-3676,7132,7137
418,9953,4922,9528,-3864,865,3024,3447,-344,-2573,-3912,627,3089,-3864,898,3030,0,-43,0,6019,3957,8907,7187,8962,7157,-1383,58,-3450,-3541,7217,7222
419,9946,4928,9528,-3317,-423,3663,2805,185,-3276,-3300,-649,3679,-3312,-374,3684,0,42,0,6016,3957,8904,7270,8962,7240,-1407,52,-3450,-3576,7125,7129
420,9953,4978,9528,-2468,-1754,3955,2011,1480,-3480,-2326,-1958,3982,-2462,-1721,3982,0,103,0,6023,3957,8904,7093,8958,7157,-1319,21,-3450,-3721,7205,7210
421,9946,5030,9528,-1342,-2820,3890,1004,2545,-3292,-1249,-2975,3847,-1348,-2787,3917,0,131,0,6019,3958,8907,7270,8965,7263,-1208,1,-3450,-3757,7105,7107
422,9953,5042,9528,-125,-3572,3462,-32,3391,-2798,-102,-3684,3343,-125,-3539,3490,0,248,0,6019,3958,8904,7105,8958,7134,-1149,-23,-3450,-3709,7178,7183
423,9950,5004,9528,1260,-4005,2689,-707,3714,-2028,1428,-4047,2543,1255,-3978,2721,0,304,0,6019,3958,8907,7304,8962,7193,-1219,-37,-3450,-3428,7244,7248
424,9953,4954,9528,2418,-4064,1666,-1826,3686,-1086,2445,-4085,1498,2429,-4037,1688,0,182,0,6019,3958,8904,7117,8962,7122,-1319,-48,-3450,-3372,7149,7151
425,9950,4920,9528,3257,-3766,394,-2775,3290,84,3273,-3765,178,3284,-3761,411,0,131,0,6016,3958,8907,7270,8962,7216,-1395,-65,-3450,-3432,7137,7142
426,9946,4944,9528,3798,-3090,-893,-3330,2613,583,3776,-3040,-1098,3836,-3090,-877,0,103,0,6019,3957,8910,7129,8958,7204,-1377,-64,-3450,-3432,7176,7181
427,9953,4992,9528,3982,-2127,-2132,-3430,1709,1756,3933,-2045,-2315,4031,-2127,-2116,0,79,0,6026,3958,8907,7246,8965,7251,-1295,-71,-3450,-3385,7248,7198
428,9953,5032,9528,3782,-953,-3101,-3093,660,2822,3690,-822,-3241,3825,-947,-3090,0,32,0,6026,3958,8904,7129,8958,7157,-1190,-71,-3450,-3164,7186,7190
429,9950,5026,9528,3214,297,-3777,-2562,-124,3515,3073,503,-3847,3262,281,-3772,0,-43,0,6023,3958,8907,7258,8965,7263,-1167,-60,-3450,-3122,7248,7190
430,9956,4984,9528,2375,1682,-4042,-1723,-1060,3737,2191,1763,-4090,2429,1682,-4042,0,-108,0,6023,3957,8907,7129,8962,7157,-1237,-34,-3450,-3291,7203,7208
431,9960,4934,9528,1266,2716,-3967,-688,-2203,3543,1060,2764,-3987,1309,2732,-3972,0,-150,0,6019,3956,8900,7222,8955,7145,-1366,-13,-3450,-3345,7195,7200
432,9963,4926,9528,-92,3538,-3436,49,-3114,2957,-330,3533,-3414,-71,3576,-3447,0,-300,0,6023,3957,8904,7176,8958,7169,-1418,4,-3452,-3370,7168,7173
433,9966,4970,9528,-1505,3912,-2646,1215,-3433,2105,-1774,3939,-2467,-1635,3977,-2549,0,-272,0,6026,3957,8910,7281,8962,7240,-1325,25,-3452,-3237,7198,7134
434,9973,5014,9528,-2479,3966,-1716,2208,-3327,1311,-2640,3933,-1574,-2462,4009,-1743,0,-230,0,6026,3958,8904,7153,8958,7169,-1237,35,-3452,-3317,7232,7237
435,9970,5042,9528,-3344,3641,-455,3180,-2960,121,-3490,3533,-286,-3328,3673,-493,0,-193,0,6026,3959,8900,7153,8958,7110,-1172,53,-3452,-3538,7190,7195
436,9976,5024,9528,-3880,2975,779,3641,-2304,-402,-4004,2819,909,-3875,3030,768,0,-150,0,6026,3957,8907,7211,8962,7193,-1196,55,-3452,-3661,7156,7161
437,9976,4970,9528,-4059,2039,2066,3756,-1447,-1510,-4133,1839,2175,-4048,2077,2066,0,-85,0,6016,3955,8904,7187,8955,7204,-1301,57,-3452,-3707,7248,7248
438,9973,4932,9528,-3869,854,3013,3437,-348,-2573,-3895,633,3089,-3869,887,3013,0,-29,0,6019,3956,8904,7117,8958,7181,-1383,59,-3452,-3535,7171,7173
439,9970,4940,9528,-3328,-417,3663,2824,180,-3276,-3300,-649,3684,-3317,-379,3690,0,42,0,6019,3956,8907,7270,8962,7240,-1395,50,-3452,-3547,7237,7242
440,9976,4992,9528,-2462,-1737,3960,1922,1533,-3470,-2256,-2018,3987,-2327,-1867,3993,0,98,0,6019,3957,8907,7117,8962,7086,-1301,20,-3452,-3696,7173,7178
441,9970,5038,9528,-1353,-2798,3895,1004,2543,-3288,-1255,-2981,3836,-1342,-2793,3917,0,112,0,6023,3958,8910,7222,8965,7323,-1202,0,-3452,-3745,7248,7248
442,9970,5054,9528,-130,-3588,3452,-16,3377,-2798,-102,-3690,3354,-125,-3539,3495,0,248,0,6023,3959,8907,7117,8958,7074,-1161,-23,-3452,-3706,7146,7151
443,9970,5016,9528,1266,-4005,2689,-711,3744,-2039,1417,-4041,2548,1260,-3978,2716,0,281,0,6023,3958,8907,7246,8965,7251,-1219,-36,-3452,-3440,7248,7248
444,9966,4958,9528,2402,-4069,1666,-1847,3662,-1070,2516,-4025,1471,2418,-4048,1688,0,173,0,6026,3956,8904,7129,8962,7086,-1342,-51,-3452,-3322,7178,7181
445,9976,4936,9528,3251,-3756,394,-2836,3274,79,3279,-3755,178,3284,-3756,416,0,107,0,6026,3955,8910,7246,8968,7275,-1389,-66,-3452,-3437,7193,7132
446,9966,4954,9528,3787,-3085,-910,-3323,2613,578,3771,-3040,-1103,3830,-3096,-877,0,93,0,6032,3956,8900,7105,8958,7098,-1377,-68,-3452,-3474,7168,7173
447,9970,5002,9528,3982,-2105,-2143,-3426,1721,1770,3922,-2045,-2310,4031,-2127,-2122,0,74,0,6039,3954,8910,7258,8971,7287,-1278,-75,-3452,-3387,7183,7122
448,9973,5044,9528,3771,-937,-3106,-3131,665,2824,3684,-822,-3241,3830,-942,-3090,0,32,0,6045,3953,8907,7153,8962,7134,-1208,-71,-3452,-3167,7161,7164
449,9970,5036,9528,3214,292,-3766,-2550,-124,3515,3073,503,-3857,3268,275,-3772,0,-47,0,6055,3951,8904,7222,8962,7251,-1167,-60,-3452,-3107,7127,7132
450,9973,4992,9528,2380,1661,-4042,-1730,-1070,3740,2191,1747,-4101,2424,1671,-4048,0,-113,0,6065,3948,8904,7176,8962,7134,-1260,-34,-3452,-3281,7230,7234
